32.7,21.1,4,D
33.05,16.92,4,D
29.03,14.56,4,D
32.73,17.79,4,D
27.5,13.48,4,D
33.43,18.18,4,D
32.99,17.22,4,D
25.82,15.48,4,D
34.12,18.39,4,D
33.09,19.07,4,D
36.34,18.43,4,D
30.16,16.3,4,D
29.59,17.89,4,D
30.63,19.3,4,D
34.93,21.65,4,D
35.85,20.57,4,D
34.58,20.12,4,D
32.37,19.87,4,D
26.53,13.38,4,D
25.29,15.26,4,D
32.04,23.64,4,D
31.18,20.08,4,D
33.8,22.77,4,D
31.58,19.67,4,D
31.93,21.66,4,D
31.31,19.62,4,D
40.04,17.95,4,D
35.77,22.42,4,D
31.88,18.4,4,D
30.6,17.39,4,D
34.59,19.42,4,D
28.6,15.62,4,D
34.79,15.74,4,D
35.34,20.68,4,D
26.33,14.17,1,E
28.81,12.55,1,E
22.84,11.1,1,E
29.71,13.64,1,E
30.96,14.37,1,E
25.43,9.31,1,E
28.74,13.64,1,E
30.22,17.47,1,E
24.27,10.04,1,E
26.18,10.86,1,E
30.05,16.85,1,E
24.93,12.05,1,E
28.88,18.4,1,E
29.16,13.13,1,E
28.45,13.91,1,E
30.11,12.81,1,E
32.14,14.47,1,E
23.79,11.01,1,E
30.22,16.58,1,E
28.55,15.71,1,E
31.93,17.03,1,E
29.74,12.41,1,E
25.4,13.69,1,E
27.67,14.85,1,E
27.87,11.11,1,E
29.28,17.12,1,E
27.53,12.34,1,E
30.9,16.55,1,E
29.14,16.4,1,E
26.49,13.33,1,E
30.86,14.08,1,E
23.96,13.01,1,E
27.7,14.71,1,E
24.99,10.14,1,E
23.85,11.32,1,E
26.86,12.85,1,E
43.74,21.43,1,E
27.55,13.35,1,E
31.09,17.39,1,E
30.32,13.65,1,E
33.47,24.83,1,E
30.87,17.22,1,E
26.35,12.49,1,E
29.28,13.01,1,E
31.92,18.72,1,E
21.22,13.13,2,E
31.9,14.32,2,E
35.79,16.61,2,E
31.73,19.62,2,E
28.27,18.07,2,E
33.31,19.05,2,E
28.65,13.8,2,E
32.76,16.67,2,E
28.39,12.41,2,E
37.22,20.24,2,E
28.63,17.35,2,E
38.86,19.3,2,E
37.84,17.77,2,E
30.86,15.18,2,E
30.52,18.57,2,E
29.16,17.52,2,E
35.22,17.73,2,E
31.44,16.86,2,E
27.92,17.47,2,E
39.35,18.69,2,E
34.06,20.24,2,E
33.26,18.18,2,E
37.63,17.79,2,E
31.81,19.52,2,E
26.66,10.47,2,E
32,19.72,2,E
32.69,19.44,2,E
39.37,19.18,2,E
34.64,17.12,2,E
34.14,15.74,2,E
41.24,25.33,2,E
34.69,20.46,2,E
30.93,16.62,2,E
31.14,18.5,2,E
