ko,gene
ko00982,evm.model.tig082700002120.91
ko00350,evm.model.tig082700002120.91
ko00330,evm.model.tig082700002120.91
ko00340,evm.model.tig082700002120.91
ko05012,evm.model.tig082700002120.91
ko01110,evm.model.tig082700002120.91
ko00360,evm.model.tig082700002120.91
ko00950,evm.model.tig082700002120.91
ko00380,evm.model.tig082700002120.91
ko05034,evm.model.tig082700002120.91
ko04726,evm.model.tig082700002120.91
ko01100,evm.model.tig082700002120.91
ko05031,evm.model.tig082700000096.89
ko05030,evm.model.tig082700000096.89
ko04728,evm.model.tig082700000096.89
ko00260,evm.model.tig082700000096.89
ko00982,evm.model.tig082700000096.89
ko00350,evm.model.tig082700000096.89
ko00330,evm.model.tig082700000096.89
ko00340,evm.model.tig082700000096.89
ko05012,evm.model.tig082700000096.89
ko01110,evm.model.tig082700000096.89
ko00360,evm.model.tig082700000096.89
ko00950,evm.model.tig082700000096.89
ko00380,evm.model.tig082700000096.89
ko05034,evm.model.tig082700000096.89
ko04726,evm.model.tig082700000096.89
ko01100,evm.model.tig082700000096.89
ko05031,evm.model.tig082700000096.90
ko05030,evm.model.tig082700000096.90
ko04728,evm.model.tig082700000096.90
ko00260,evm.model.tig082700000096.90
ko00982,evm.model.tig082700000096.90
ko00350,evm.model.tig082700000096.90
ko00330,evm.model.tig082700000096.90
ko00340,evm.model.tig082700000096.90
ko05012,evm.model.tig082700000096.90
ko01110,evm.model.tig082700000096.90
ko00360,evm.model.tig082700000096.90
ko00950,evm.model.tig082700000096.90
ko00380,evm.model.tig082700000096.90
ko05034,evm.model.tig082700000096.90
ko04726,evm.model.tig082700000096.90
ko01100,evm.model.tig082700000096.90
ko00960,evm.model.tig082700000067.361
ko00950,evm.model.tig082700000067.361
ko00360,evm.model.tig082700000067.361
ko00260,evm.model.tig082700000067.361
ko01100,evm.model.tig082700000067.361
ko00350,evm.model.tig082700000067.361
ko00410,evm.model.tig082700000067.361
ko01110,evm.model.tig082700000067.361
ko01200,evm.model.tig082700000446.21
ko00630,evm.model.tig082700000446.21
ko01110,evm.model.tig082700000446.21
ko00260,evm.model.tig082700000446.21
ko01100,evm.model.tig082700000446.21
ko01100,evm.model.tig082700002120.380
ko01230,evm.model.tig082700002120.380
ko00330,evm.model.tig082700002120.380
ko01110,evm.model.tig082700002120.380
ko01100,evm.model.tig082700000071.368
ko01230,evm.model.tig082700000071.368
ko00330,evm.model.tig082700000071.368
ko01110,evm.model.tig082700000071.368
ko01100,evm.model.tig082700000071.373
ko01230,evm.model.tig082700000071.373
ko00330,evm.model.tig082700000071.373
ko01110,evm.model.tig082700000071.373
ko01100,evm.model.tig082700000206.29
ko01230,evm.model.tig082700000206.29
ko00330,evm.model.tig082700000206.29
ko01110,evm.model.tig082700000206.29
ko01100,evm.model.tig082700002117.646
ko01110,evm.model.tig082700002117.646
ko01230,evm.model.tig082700002117.646
ko00300,evm.model.tig082700002117.646
ko00310,evm.model.tig082700002117.646
ko00250,evm.model.tig082700000357.52
ko01100,evm.model.tig082700000357.52
ko00330,evm.model.tig082700000357.52
ko00720,evm.model.tig082700000016.623
ko01200,evm.model.tig082700000016.623
ko01120,evm.model.tig082700000016.623
ko01100,evm.model.tig082700000016.623
ko00670,evm.model.tig082700000016.623
ko04146,evm.model.tig082700000210.95
ko00260,evm.model.tig082700000210.95
ko01100,evm.model.tig082700000210.95
ko00310,evm.model.tig082700000210.95
ko01100,evm.model.tig082700000140.245
ko00330,evm.model.tig082700000140.245
ko01110,evm.model.tig082700000140.245
ko00760,evm.model.tig082700000067.344
ko01100,evm.model.tig082700000067.344
ko00760,evm.model.tig082700000151.51
ko01100,evm.model.tig082700000151.51
ko00520,evm.model.tig082700000074.32
ko00520,evm.model.tig082700000185.128
ko00520,evm.model.tig082700000140.239
ko00520,evm.model.tig082700000616.10
ko00520,evm.model.tig082700000096.6
ko00520,evm.model.tig082700000096.235
ko00520,evm.model.tig082700000377.22
ko00190,evm.model.tig082700000136.243
ko01100,evm.model.tig082700000136.243
ko00790,evm.model.tig082700002117.54
ko01100,evm.model.tig082700002117.54
ko00790,evm.model.tig082700002117.53
ko01100,evm.model.tig082700002117.53
ko00920,evm.model.tig082700000277.28
ko01100,evm.model.tig082700000277.28
ko01120,evm.model.tig082700000277.28
ko01240,evm.model.tig082700000016.676
ko00260,evm.model.tig082700000016.676
ko01100,evm.model.tig082700000016.676
ko00020,evm.model.tig082700000016.676
ko01110,evm.model.tig082700000016.676
ko01200,evm.model.tig082700000016.676
ko00380,evm.model.tig082700000016.676
ko01120,evm.model.tig082700000016.676
ko00630,evm.model.tig082700000016.676
ko00310,evm.model.tig082700000016.676
ko00620,evm.model.tig082700000016.676
ko00640,evm.model.tig082700000016.676
ko00010,evm.model.tig082700000016.676
ko00280,evm.model.tig082700000016.676
ko05415,evm.model.tig082700000071.315
ko04918,evm.model.tig082700000071.315
ko00480,evm.model.tig082700000071.315
ko01100,evm.model.tig082700000071.315
ko01100,evm.model.tig082700000400.35
ko00920,evm.model.tig082700000400.35
ko01120,evm.model.tig082700000400.35
ko05010,evm.model.tig082700031367.150
ko04714,evm.model.tig082700031367.150
ko05016,evm.model.tig082700031367.150
ko02020,evm.model.tig082700031367.150
ko00190,evm.model.tig082700031367.150
ko05012,evm.model.tig082700031367.150
ko04932,evm.model.tig082700031367.150
ko05022,evm.model.tig082700031367.150
ko05020,evm.model.tig082700031367.150
ko05014,evm.model.tig082700031367.150
ko04260,evm.model.tig082700031367.150
ko05415,evm.model.tig082700031367.150
ko01100,evm.model.tig082700031367.150
ko05208,evm.model.tig082700031367.150
ko05010,evm.model.tig082700000140.131
ko04714,evm.model.tig082700000140.131
ko05016,evm.model.tig082700000140.131
ko02020,evm.model.tig082700000140.131
ko00190,evm.model.tig082700000140.131
ko05012,evm.model.tig082700000140.131
ko04932,evm.model.tig082700000140.131
ko05022,evm.model.tig082700000140.131
ko05020,evm.model.tig082700000140.131
ko05014,evm.model.tig082700000140.131
ko04260,evm.model.tig082700000140.131
ko05415,evm.model.tig082700000140.131
ko01100,evm.model.tig082700000140.131
ko05208,evm.model.tig082700000140.131
ko05010,evm.model.tig082700000127.131
ko04714,evm.model.tig082700000127.131
ko05016,evm.model.tig082700000127.131
ko02020,evm.model.tig082700000127.131
ko00190,evm.model.tig082700000127.131
ko05012,evm.model.tig082700000127.131
ko04932,evm.model.tig082700000127.131
ko05022,evm.model.tig082700000127.131
ko05020,evm.model.tig082700000127.131
ko05014,evm.model.tig082700000127.131
ko04260,evm.model.tig082700000127.131
ko05415,evm.model.tig082700000127.131
ko01100,evm.model.tig082700000127.131
ko05208,evm.model.tig082700000127.131
ko05010,evm.model.tig082700000127.130
ko04714,evm.model.tig082700000127.130
ko05016,evm.model.tig082700000127.130
ko02020,evm.model.tig082700000127.130
ko00190,evm.model.tig082700000127.130
ko05012,evm.model.tig082700000127.130
ko04932,evm.model.tig082700000127.130
ko05022,evm.model.tig082700000127.130
ko05020,evm.model.tig082700000127.130
ko05014,evm.model.tig082700000127.130
ko04260,evm.model.tig082700000127.130
ko05415,evm.model.tig082700000127.130
ko01100,evm.model.tig082700000127.130
ko05208,evm.model.tig082700000127.130
ko05010,evm.model.tig082700000287.13
ko05208,evm.model.tig082700000287.13
ko01100,evm.model.tig082700000287.13
ko04932,evm.model.tig082700000287.13
ko00190,evm.model.tig082700000287.13
ko05016,evm.model.tig082700000287.13
ko05012,evm.model.tig082700000287.13
ko04714,evm.model.tig082700000287.13
ko05022,evm.model.tig082700000287.13
ko05415,evm.model.tig082700000287.13
ko05020,evm.model.tig082700000287.13
ko02020,evm.model.tig082700000287.13
ko05014,evm.model.tig082700000287.13
ko04260,evm.model.tig082700000287.13
ko05016,evm.model.tig082700000377.61
ko05415,evm.model.tig082700000377.61
ko05022,evm.model.tig082700000377.61
ko04260,evm.model.tig082700000377.61
ko04714,evm.model.tig082700000377.61
ko05010,evm.model.tig082700000377.61
ko05208,evm.model.tig082700000377.61
ko05014,evm.model.tig082700000377.61
ko05020,evm.model.tig082700000377.61
ko01100,evm.model.tig082700000377.61
ko04932,evm.model.tig082700000377.61
ko05012,evm.model.tig082700000377.61
ko00190,evm.model.tig082700000377.61
ko01100,evm.model.tig082700000290.79
ko00480,evm.model.tig082700000290.79
ko04918,evm.model.tig082700000290.79
ko05014,evm.model.tig082700000290.79
ko05016,evm.model.tig082700000290.79
ko05022,evm.model.tig082700000290.79
ko00590,evm.model.tig082700000290.79
ko01100,evm.model.tig082700000067.94
ko00480,evm.model.tig082700000067.94
ko04918,evm.model.tig082700000067.94
ko05014,evm.model.tig082700000067.94
ko05016,evm.model.tig082700000067.94
ko05022,evm.model.tig082700000067.94
ko00590,evm.model.tig082700000067.94
ko01100,evm.model.tig082700002120.88
ko00480,evm.model.tig082700002120.88
ko04918,evm.model.tig082700002120.88
ko05014,evm.model.tig082700002120.88
ko05016,evm.model.tig082700002120.88
ko05022,evm.model.tig082700002120.88
ko00590,evm.model.tig082700002120.88
ko01100,evm.model.tig082700000196.129
ko00480,evm.model.tig082700000196.129
ko04918,evm.model.tig082700000196.129
ko05014,evm.model.tig082700000196.129
ko05016,evm.model.tig082700000196.129
ko05022,evm.model.tig082700000196.129
ko00590,evm.model.tig082700000196.129
ko01100,evm.model.tig082700000290.78
ko00480,evm.model.tig082700000290.78
ko04918,evm.model.tig082700000290.78
ko05014,evm.model.tig082700000290.78
ko05016,evm.model.tig082700000290.78
ko05022,evm.model.tig082700000290.78
ko00590,evm.model.tig082700000290.78
ko01100,evm.model.tig082700000387.23
ko00480,evm.model.tig082700000387.23
ko04918,evm.model.tig082700000387.23
ko05014,evm.model.tig082700000387.23
ko05016,evm.model.tig082700000387.23
ko05022,evm.model.tig082700000387.23
ko00590,evm.model.tig082700000387.23
ko01100,evm.model.tig082700000111.173
ko00480,evm.model.tig082700000111.173
ko00053,evm.model.tig082700000111.173
ko00350,evm.model.tig082700000153.32
ko00643,evm.model.tig082700000153.32
ko01100,evm.model.tig082700000153.32
ko01120,evm.model.tig082700000153.32
ko00130,evm.model.tig082700000132.65
ko01100,evm.model.tig082700000132.65
ko00350,evm.model.tig082700000132.65
ko01240,evm.model.tig082700000132.65
ko00360,evm.model.tig082700000132.65
ko04146,evm.model.tig082700000185.44
ko04146,evm.model.tig082700000113.45
ko00430,evm.model.tig082700000156.133
ko00982,evm.model.tig082700000156.133
ko01100,evm.model.tig082700000156.133
ko00430,evm.model.tig082700000162.181
ko00982,evm.model.tig082700000162.181
ko01100,evm.model.tig082700000162.181
ko01100,evm.model.tig082700000020.432
ko01240,evm.model.tig082700000020.432
ko00380,evm.model.tig082700000020.432
ko01100,evm.model.tig082700002117.618
ko01240,evm.model.tig082700002117.618
ko00380,evm.model.tig082700002117.618
ko01100,evm.model.tig082700000075.358
ko01240,evm.model.tig082700000075.358
ko00380,evm.model.tig082700000075.358
ko01100,evm.model.tig082700000020.433
ko01240,evm.model.tig082700000020.433
ko00380,evm.model.tig082700000020.433
ko01100,evm.model.tig082700000111.103
ko01240,evm.model.tig082700000111.103
ko00380,evm.model.tig082700000111.103
ko01100,evm.model.tig082700000075.192
ko01240,evm.model.tig082700000075.192
ko00380,evm.model.tig082700000075.192
ko00071,evm.model.tig082700000246.28
ko00930,evm.model.tig082700000246.28
ko00400,evm.model.tig082700000169.25
ko00360,evm.model.tig082700000169.25
ko01100,evm.model.tig082700000169.25
ko00790,evm.model.tig082700000169.25
ko01230,evm.model.tig082700000169.25
ko01100,evm.model.tig082700000132.127
ko00350,evm.model.tig082700000132.127
ko01100,evm.model.tig082700000153.164
ko00350,evm.model.tig082700000153.164
ko00350,evm.model.tig082700000160.40
ko04916,evm.model.tig082700000160.40
ko00950,evm.model.tig082700000160.40
ko01100,evm.model.tig082700000160.40
ko00965,evm.model.tig082700000160.40
ko01110,evm.model.tig082700000160.40
ko00350,evm.model.tig082700000212.114
ko04916,evm.model.tig082700000212.114
ko00950,evm.model.tig082700000212.114
ko01100,evm.model.tig082700000212.114
ko00965,evm.model.tig082700000212.114
ko01110,evm.model.tig082700000212.114
ko00350,evm.model.tig082700000016.288
ko04916,evm.model.tig082700000016.288
ko00950,evm.model.tig082700000016.288
ko01100,evm.model.tig082700000016.288
ko00965,evm.model.tig082700000016.288
ko01110,evm.model.tig082700000016.288
ko00350,evm.model.tig082700000020.391
ko04916,evm.model.tig082700000020.391
ko00950,evm.model.tig082700000020.391
ko01100,evm.model.tig082700000020.391
ko00965,evm.model.tig082700000020.391
ko01110,evm.model.tig082700000020.391
ko00350,evm.model.tig082700000016.243
ko04916,evm.model.tig082700000016.243
ko00950,evm.model.tig082700000016.243
ko01100,evm.model.tig082700000016.243
ko00965,evm.model.tig082700000016.243
ko01110,evm.model.tig082700000016.243
ko00350,evm.model.tig082700000020.406
ko04916,evm.model.tig082700000020.406
ko00950,evm.model.tig082700000020.406
ko01100,evm.model.tig082700000020.406
ko00965,evm.model.tig082700000020.406
ko01110,evm.model.tig082700000020.406
ko00350,evm.model.tig082700000020.365
ko04916,evm.model.tig082700000020.365
ko00950,evm.model.tig082700000020.365
ko01100,evm.model.tig082700000020.365
ko00965,evm.model.tig082700000020.365
ko01110,evm.model.tig082700000020.365
ko00350,evm.model.tig082700000016.246
ko04916,evm.model.tig082700000016.246
ko00950,evm.model.tig082700000016.246
ko01100,evm.model.tig082700000016.246
ko00965,evm.model.tig082700000016.246
ko01110,evm.model.tig082700000016.246
ko00350,evm.model.tig082700000020.386
ko04916,evm.model.tig082700000020.386
ko00950,evm.model.tig082700000020.386
ko01100,evm.model.tig082700000020.386
ko00965,evm.model.tig082700000020.386
ko01110,evm.model.tig082700000020.386
ko00350,evm.model.tig082700000067.458
ko04916,evm.model.tig082700000067.458
ko00950,evm.model.tig082700000067.458
ko01100,evm.model.tig082700000067.458
ko00965,evm.model.tig082700000067.458
ko01110,evm.model.tig082700000067.458
ko00350,evm.model.tig082700000020.389
ko04916,evm.model.tig082700000020.389
ko00950,evm.model.tig082700000020.389
ko01100,evm.model.tig082700000020.389
ko00965,evm.model.tig082700000020.389
ko01110,evm.model.tig082700000020.389
ko00350,evm.model.tig082700002117.404
ko04916,evm.model.tig082700002117.404
ko00950,evm.model.tig082700002117.404
ko01100,evm.model.tig082700002117.404
ko00965,evm.model.tig082700002117.404
ko01110,evm.model.tig082700002117.404
ko00350,evm.model.tig082700000020.393
ko04916,evm.model.tig082700000020.393
ko00950,evm.model.tig082700000020.393
ko01100,evm.model.tig082700000020.393
ko00965,evm.model.tig082700000020.393
ko01110,evm.model.tig082700000020.393
ko00350,evm.model.tig082700000071.175
ko04916,evm.model.tig082700000071.175
ko00950,evm.model.tig082700000071.175
ko01100,evm.model.tig082700000071.175
ko00965,evm.model.tig082700000071.175
ko01110,evm.model.tig082700000071.175
ko00350,evm.model.tig082700000020.378
ko04916,evm.model.tig082700000020.378
ko00950,evm.model.tig082700000020.378
ko01100,evm.model.tig082700000020.378
ko00965,evm.model.tig082700000020.378
ko01110,evm.model.tig082700000020.378
ko00591,evm.model.tig082700000016.894
ko01100,evm.model.tig082700000016.894
ko00591,evm.model.tig082700000322.43
ko01100,evm.model.tig082700000322.43
ko00520,evm.model.tig082700000377.9
ko01100,evm.model.tig082700000377.9
ko01250,evm.model.tig082700000377.9
ko00541,evm.model.tig082700000377.9
ko00240,evm.model.tig082700000151.32
ko01100,evm.model.tig082700000151.32
ko01232,evm.model.tig082700000151.32
ko00670,evm.model.tig082700000151.32
ko01523,evm.model.tig082700000151.32
ko00240,evm.model.tig082700002120.77
ko01100,evm.model.tig082700002120.77
ko01232,evm.model.tig082700002120.77
ko00670,evm.model.tig082700002120.77
ko01523,evm.model.tig082700002120.77
ko03015,evm.model.tig082700000120.291
ko03015,evm.model.tig082700000140.293
ko01110,evm.model.tig082700031367.14
ko00130,evm.model.tig082700031367.14
ko01240,evm.model.tig082700031367.14
ko01100,evm.model.tig082700031367.14
ko01523,evm.model.tig082700000178.115
ko01110,evm.model.tig082700000178.115
ko00260,evm.model.tig082700000178.115
ko00670,evm.model.tig082700000178.115
ko00680,evm.model.tig082700000178.115
ko01200,evm.model.tig082700000178.115
ko01240,evm.model.tig082700000178.115
ko01100,evm.model.tig082700000178.115
ko00630,evm.model.tig082700000178.115
ko00460,evm.model.tig082700000178.115
ko01120,evm.model.tig082700000178.115
ko01230,evm.model.tig082700000178.115
ko01523,evm.model.tig082700002117.530
ko01110,evm.model.tig082700002117.530
ko00260,evm.model.tig082700002117.530
