ko,gene
ko01100,evm.model.tig082700000369.47
ko00563,evm.model.tig082700000369.47
ko04114,evm.model.tig082700000206.113
ko04728,evm.model.tig082700000206.113
ko04730,evm.model.tig082700000206.113
ko05142,evm.model.tig082700000206.113
ko04261,evm.model.tig082700000206.113
ko04530,evm.model.tig082700000206.113
ko04113,evm.model.tig082700000206.113
ko04152,evm.model.tig082700000206.113
ko05165,evm.model.tig082700000206.113
ko04151,evm.model.tig082700000206.113
ko04071,evm.model.tig082700000206.113
ko05160,evm.model.tig082700000206.113
ko04350,evm.model.tig082700000206.113
ko03015,evm.model.tig082700000206.113
ko04111,evm.model.tig082700000206.113
ko04391,evm.model.tig082700000206.113
ko04390,evm.model.tig082700000206.113
ko04114,evm.model.tig082700000096.279
ko04728,evm.model.tig082700000096.279
ko04730,evm.model.tig082700000096.279
ko05142,evm.model.tig082700000096.279
ko04261,evm.model.tig082700000096.279
ko04530,evm.model.tig082700000096.279
ko04113,evm.model.tig082700000096.279
ko04152,evm.model.tig082700000096.279
ko05165,evm.model.tig082700000096.279
ko04151,evm.model.tig082700000096.279
ko04071,evm.model.tig082700000096.279
ko05160,evm.model.tig082700000096.279
ko04350,evm.model.tig082700000096.279
ko03015,evm.model.tig082700000096.279
ko04111,evm.model.tig082700000096.279
ko04391,evm.model.tig082700000096.279
ko04390,evm.model.tig082700000096.279
ko04114,evm.model.tig082700000240.95
ko04728,evm.model.tig082700000240.95
ko04730,evm.model.tig082700000240.95
ko05142,evm.model.tig082700000240.95
ko04261,evm.model.tig082700000240.95
ko04530,evm.model.tig082700000240.95
ko04113,evm.model.tig082700000240.95
ko04152,evm.model.tig082700000240.95
ko05165,evm.model.tig082700000240.95
ko04151,evm.model.tig082700000240.95
ko04071,evm.model.tig082700000240.95
ko05160,evm.model.tig082700000240.95
ko04350,evm.model.tig082700000240.95
ko03015,evm.model.tig082700000240.95
ko04111,evm.model.tig082700000240.95
ko04391,evm.model.tig082700000240.95
ko04390,evm.model.tig082700000240.95
ko00760,evm.model.tig082700000106.74
ko01100,evm.model.tig082700000106.74
ko04621,evm.model.tig082700000106.74
ko00760,evm.model.tig082700000223.84
ko01100,evm.model.tig082700000223.84
ko04621,evm.model.tig082700000223.84
ko05224,evm.model.tig082700000283.21
ko05223,evm.model.tig082700000283.21
ko05217,evm.model.tig082700000283.21
ko05218,evm.model.tig082700000283.21
ko05169,evm.model.tig082700000283.21
ko05222,evm.model.tig082700000283.21
ko05210,evm.model.tig082700000283.21
ko05216,evm.model.tig082700000283.21
ko05213,evm.model.tig082700000283.21
ko05202,evm.model.tig082700000283.21
ko05220,evm.model.tig082700000283.21
ko05200,evm.model.tig082700000283.21
ko05225,evm.model.tig082700000283.21
ko05226,evm.model.tig082700000283.21
ko05212,evm.model.tig082700000283.21
ko05214,evm.model.tig082700000283.21
ko03460,evm.model.tig082700000283.21
ko03450,evm.model.tig082700000020.34
ko03410,evm.model.tig082700000020.34
ko03018,evm.model.tig082700000318.14
ko03018,evm.model.tig082700000444.4
ko03018,evm.model.tig082700000206.137
ko03460,evm.model.tig082700000140.7
ko03008,evm.model.tig082700000298.73
ko03008,evm.model.tig082700000162.11
ko03008,evm.model.tig082700000147.115
ko03430,evm.model.tig082700000125.143
ko03430,evm.model.tig082700000251.22
ko05134,evm.model.tig082700000016.757
ko04928,evm.model.tig082700000223.17
ko01100,evm.model.tig082700000184.102
ko01240,evm.model.tig082700000184.102
ko04122,evm.model.tig082700000184.102
ko00790,evm.model.tig082700000184.102
ko05340,evm.model.tig082700002120.251
ko03410,evm.model.tig082700002120.251
ko05340,evm.model.tig082700002120.252
ko03410,evm.model.tig082700002120.252
ko03410,evm.model.tig082700000283.83
ko03420,evm.model.tig082700000393.10
ko03430,evm.model.tig082700000393.10
ko03420,evm.model.tig082700002120.268
ko03430,evm.model.tig082700002120.268
ko03420,evm.model.tig082700000156.216
ko03430,evm.model.tig082700000156.216
ko03410,evm.model.tig082700000132.81
ko04721,evm.model.tig082700000111.349
ko05110,evm.model.tig082700000111.349
ko04142,evm.model.tig082700000111.349
ko05120,evm.model.tig082700000111.349
ko05152,evm.model.tig082700000111.349
ko00190,evm.model.tig082700000111.349
ko05323,evm.model.tig082700000111.349
ko05165,evm.model.tig082700000111.349
ko01100,evm.model.tig082700000111.349
ko04145,evm.model.tig082700000111.349
ko05418,evm.model.tig082700000122.67
ko04621,evm.model.tig082700000122.67
ko05012,evm.model.tig082700000122.67
ko05132,evm.model.tig082700000122.67
ko05418,evm.model.tig082700002117.286
ko04621,evm.model.tig082700002117.286
ko05012,evm.model.tig082700002117.286
ko05132,evm.model.tig082700002117.286
ko05418,evm.model.tig082700000172.63
ko04621,evm.model.tig082700000172.63
ko05012,evm.model.tig082700000172.63
ko05132,evm.model.tig082700000172.63
ko05418,evm.model.tig082700000127.246
ko04621,evm.model.tig082700000127.246
ko05012,evm.model.tig082700000127.246
ko05132,evm.model.tig082700000127.246
ko05418,evm.model.tig082700000172.65
ko04621,evm.model.tig082700000172.65
ko05012,evm.model.tig082700000172.65
ko05132,evm.model.tig082700000172.65
ko05418,evm.model.tig082700000212.92
ko04621,evm.model.tig082700000212.92
ko05012,evm.model.tig082700000212.92
ko05132,evm.model.tig082700000212.92
ko05418,evm.model.tig082700000147.226
ko04621,evm.model.tig082700000147.226
ko05012,evm.model.tig082700000147.226
ko05132,evm.model.tig082700000147.226
ko03018,evm.model.tig082700000296.53
ko03018,evm.model.tig082700000178.198
ko03018,evm.model.tig082700000351.16
ko05168,evm.model.tig082700000310.58
ko03018,evm.model.tig082700000221.49
ko05205,evm.model.tig082700000149.137
ko03008,evm.model.tig082700000149.137
ko05205,evm.model.tig082700031367.39
ko03008,evm.model.tig082700031367.39
ko00620,evm.model.tig082700000149.147
ko01120,evm.model.tig082700000149.147
ko01100,evm.model.tig082700000149.147
ko05022,evm.model.tig082700000377.13
ko01110,evm.model.tig082700000377.13
ko04016,evm.model.tig082700000377.13
ko01100,evm.model.tig082700000377.13
ko04211,evm.model.tig082700000377.13
ko04212,evm.model.tig082700000377.13
ko04146,evm.model.tig082700000377.13
ko05014,evm.model.tig082700000377.13
ko01200,evm.model.tig082700000377.13
ko04011,evm.model.tig082700000377.13
ko04213,evm.model.tig082700000377.13
ko00380,evm.model.tig082700000377.13
ko05208,evm.model.tig082700000377.13
ko04068,evm.model.tig082700000377.13
ko00630,evm.model.tig082700000377.13
ko00760,evm.model.tig082700000221.73
ko01232,evm.model.tig082700000221.73
ko01100,evm.model.tig082700000221.73
ko00230,evm.model.tig082700000221.73
ko01110,evm.model.tig082700000221.73
ko01240,evm.model.tig082700000195.59
ko01100,evm.model.tig082700000195.59
ko00785,evm.model.tig082700000195.59
ko00010,evm.model.tig082700000096.129
ko01120,evm.model.tig082700000096.129
ko04922,evm.model.tig082700000096.129
ko04152,evm.model.tig082700000096.129
ko01200,evm.model.tig082700000096.129
ko00710,evm.model.tig082700000096.129
ko01100,evm.model.tig082700000096.129
ko00680,evm.model.tig082700000096.129
ko00030,evm.model.tig082700000096.129
ko01110,evm.model.tig082700000096.129
ko04910,evm.model.tig082700000096.129
ko00051,evm.model.tig082700000096.129
ko00010,evm.model.tig082700031374.29
ko01120,evm.model.tig082700031374.29
ko04922,evm.model.tig082700031374.29
ko04152,evm.model.tig082700031374.29
ko01200,evm.model.tig082700031374.29
ko00710,evm.model.tig082700031374.29
ko01100,evm.model.tig082700031374.29
ko00680,evm.model.tig082700031374.29
ko00030,evm.model.tig082700031374.29
ko01110,evm.model.tig082700031374.29
ko04910,evm.model.tig082700031374.29
ko00051,evm.model.tig082700031374.29
ko00513,evm.model.tig082700000167.76
ko01100,evm.model.tig082700000167.76
ko00510,evm.model.tig082700000167.76
ko00513,evm.model.tig082700000116.284
ko01100,evm.model.tig082700000116.284
ko00510,evm.model.tig082700000116.284
ko00513,evm.model.tig082700000156.104
ko01100,evm.model.tig082700000156.104
ko00510,evm.model.tig082700000156.104
ko01100,evm.model.tig082700000120.309
ko00510,evm.model.tig082700000120.309
ko04218,evm.model.tig082700000219.103
ko04210,evm.model.tig082700000219.103
ko05010,evm.model.tig082700000219.103
ko04510,evm.model.tig082700000219.103
ko05022,evm.model.tig082700000219.103
ko04217,evm.model.tig082700000219.103
ko05131,evm.model.tig082700000219.103
ko04141,evm.model.tig082700000219.103
ko01100,evm.model.tig082700000122.290
ko00563,evm.model.tig082700000122.290
ko00563,evm.model.tig082700000178.83
ko01100,evm.model.tig082700000178.83
ko04066,evm.model.tig082700000106.352
ko05200,evm.model.tig082700000106.352
ko05211,evm.model.tig082700000106.352
ko04141,evm.model.tig082700000106.352
ko04111,evm.model.tig082700000106.352
ko04114,evm.model.tig082700000106.352
ko04350,evm.model.tig082700000106.352
ko04110,evm.model.tig082700000106.352
ko04120,evm.model.tig082700000106.352
ko04341,evm.model.tig082700000106.352
ko04710,evm.model.tig082700000106.352
ko05131,evm.model.tig082700000106.352
ko04310,evm.model.tig082700000106.352
ko03420,evm.model.tig082700000106.352
ko05170,evm.model.tig082700000106.352
ko04341,evm.model.tig082700000071.521
ko04120,evm.model.tig082700000071.521
ko04340,evm.model.tig082700000071.521
ko00190,evm.model.tig082700000215.10
ko05012,evm.model.tig082700000215.10
ko05022,evm.model.tig082700000215.10
ko05415,evm.model.tig082700000215.10
ko04932,evm.model.tig082700000215.10
ko05016,evm.model.tig082700000215.10
ko05208,evm.model.tig082700000215.10
ko05014,evm.model.tig082700000215.10
ko04714,evm.model.tig082700000215.10
ko05010,evm.model.tig082700000215.10
ko05020,evm.model.tig082700000215.10
ko04723,evm.model.tig082700000215.10
ko01100,evm.model.tig082700000215.10
ko05208,evm.model.tig082700000708.10
ko05010,evm.model.tig082700000708.10
ko05022,evm.model.tig082700000708.10
ko05014,evm.model.tig082700000708.10
ko04723,evm.model.tig082700000708.10
ko04714,evm.model.tig082700000708.10
ko05016,evm.model.tig082700000708.10
ko04932,evm.model.tig082700000708.10
ko05415,evm.model.tig082700000708.10
ko01100,evm.model.tig082700000708.10
ko05020,evm.model.tig082700000708.10
ko05012,evm.model.tig082700000708.10
ko00190,evm.model.tig082700000708.10
ko04723,evm.model.tig082700000273.59
ko05415,evm.model.tig082700000273.59
ko00190,evm.model.tig082700000273.59
ko05208,evm.model.tig082700000273.59
ko04932,evm.model.tig082700000273.59
ko05010,evm.model.tig082700000273.59
ko05014,evm.model.tig082700000273.59
ko01100,evm.model.tig082700000273.59
ko05020,evm.model.tig082700000273.59
ko04714,evm.model.tig082700000273.59
ko05012,evm.model.tig082700000273.59
ko05022,evm.model.tig082700000273.59
ko05016,evm.model.tig082700000273.59
ko05016,evm.model.tig082700000106.123
ko05208,evm.model.tig082700000106.123
ko04714,evm.model.tig082700000106.123
ko04723,evm.model.tig082700000106.123
ko05012,evm.model.tig082700000106.123
ko05014,evm.model.tig082700000106.123
ko01100,evm.model.tig082700000106.123
ko00190,evm.model.tig082700000106.123
ko04932,evm.model.tig082700000106.123
ko05010,evm.model.tig082700000106.123
ko05415,evm.model.tig082700000106.123
ko05022,evm.model.tig082700000106.123
ko05020,evm.model.tig082700000106.123
ko04723,evm.model.tig082700000228.2
ko04714,evm.model.tig082700000228.2
ko04932,evm.model.tig082700000228.2
ko00190,evm.model.tig082700000228.2
ko05010,evm.model.tig082700000228.2
ko05016,evm.model.tig082700000228.2
ko05022,evm.model.tig082700000228.2
ko01100,evm.model.tig082700000228.2
ko05208,evm.model.tig082700000228.2
ko05415,evm.model.tig082700000228.2
ko05012,evm.model.tig082700000228.2
ko05020,evm.model.tig082700000228.2
ko05014,evm.model.tig082700000228.2
ko05012,evm.model.tig082700000125.275
ko04723,evm.model.tig082700000125.275
ko05010,evm.model.tig082700000125.275
ko04714,evm.model.tig082700000125.275
ko05014,evm.model.tig082700000125.275
ko04932,evm.model.tig082700000125.275
ko05020,evm.model.tig082700000125.275
ko05022,evm.model.tig082700000125.275
ko01100,evm.model.tig082700000125.275
ko05016,evm.model.tig082700000125.275
ko05415,evm.model.tig082700000125.275
ko00190,evm.model.tig082700000125.275
ko05208,evm.model.tig082700000125.275
ko05022,evm.model.tig082700000178.20
ko05415,evm.model.tig082700000178.20
ko05014,evm.model.tig082700000178.20
ko05012,evm.model.tig082700000178.20
ko04932,evm.model.tig082700000178.20
ko05208,evm.model.tig082700000178.20
ko00190,evm.model.tig082700000178.20
ko04723,evm.model.tig082700000178.20
ko05010,evm.model.tig082700000178.20
ko05020,evm.model.tig082700000178.20
ko05016,evm.model.tig082700000178.20
ko04714,evm.model.tig082700000178.20
ko01100,evm.model.tig082700000178.20
ko00190,evm.model.tig082700000616.3
ko04932,evm.model.tig082700000616.3
ko05012,evm.model.tig082700000616.3
ko05415,evm.model.tig082700000616.3
ko05010,evm.model.tig082700000616.3
ko05020,evm.model.tig082700000616.3
ko05014,evm.model.tig082700000616.3
ko05016,evm.model.tig082700000616.3
ko04714,evm.model.tig082700000616.3
ko05022,evm.model.tig082700000616.3
ko04723,evm.model.tig082700000616.3
ko05208,evm.model.tig082700000616.3
ko01100,evm.model.tig082700000616.3
ko05010,evm.model.tig082700031385.7
ko00190,evm.model.tig082700031385.7
ko04932,evm.model.tig082700031385.7
ko05016,evm.model.tig082700031385.7
ko05022,evm.model.tig082700031385.7
ko04714,evm.model.tig082700031385.7
ko01100,evm.model.tig082700031385.7
ko05014,evm.model.tig082700031385.7
ko05020,evm.model.tig082700031385.7
ko04723,evm.model.tig082700031385.7
ko05208,evm.model.tig082700031385.7
ko05415,evm.model.tig082700031385.7
ko05012,evm.model.tig082700031385.7
ko05020,evm.model.tig082700000071.350
ko05146,evm.model.tig082700000071.350
ko05322,evm.model.tig082700000071.350
ko04610,evm.model.tig082700000071.350
ko05171,evm.model.tig082700000071.350
ko05020,evm.model.tig082700000149.127
ko05146,evm.model.tig082700000149.127
ko05322,evm.model.tig082700000149.127
ko04610,evm.model.tig082700000149.127
ko05171,evm.model.tig082700000149.127
ko01100,evm.model.tig082700031367.48
ko00860,evm.model.tig082700031367.48
ko01110,evm.model.tig082700031367.48
ko04212,evm.model.tig082700031385.8
ko03018,evm.model.tig082700031385.8
ko05152,evm.model.tig082700031385.8
ko04212,evm.model.tig082700031386.5
ko03018,evm.model.tig082700031386.5
ko05152,evm.model.tig082700031386.5
ko05152,evm.model.tig082700000016.67
ko04212,evm.model.tig082700000016.67
ko05417,evm.model.tig082700000016.67
ko03018,evm.model.tig082700000016.67
ko05134,evm.model.tig082700000016.67
ko04940,evm.model.tig082700000016.67
ko05152,evm.model.tig082700000128.95
ko04212,evm.model.tig082700000128.95
ko05417,evm.model.tig082700000128.95
ko03018,evm.model.tig082700000128.95
ko05134,evm.model.tig082700000128.95
ko04940,evm.model.tig082700000128.95
ko05418,evm.model.tig082700000111.394
ko04657,evm.model.tig082700000111.394
ko04626,evm.model.tig082700000111.394
ko05215,evm.model.tig082700000111.394
ko04151,evm.model.tig082700000111.394
ko04217,evm.model.tig082700000111.394
ko05207,evm.model.tig082700000111.394
ko04612,evm.model.tig082700000111.394
ko04659,evm.model.tig082700000111.394
ko05200,evm.model.tig082700000111.394
ko04141,evm.model.tig082700000111.394
ko04621,evm.model.tig082700000111.394
ko04915,evm.model.tig082700000111.394
ko05417,evm.model.tig082700000111.394
ko04914,evm.model.tig082700000111.394
ko05132,evm.model.tig082700000111.394
ko05418,evm.model.tig082700000210.74
ko04657,evm.model.tig082700000210.74
ko04626,evm.model.tig082700000210.74
ko05215,evm.model.tig082700000210.74
ko04151,evm.model.tig082700000210.74
ko04217,evm.model.tig082700000210.74
ko05207,evm.model.tig082700000210.74
ko04612,evm.model.tig082700000210.74
ko04659,evm.model.tig082700000210.74
ko05200,evm.model.tig082700000210.74
ko04141,evm.model.tig082700000210.74
ko04621,evm.model.tig082700000210.74
ko04915,evm.model.tig082700000210.74
ko05417,evm.model.tig082700000210.74
ko04914,evm.model.tig082700000210.74
ko05132,evm.model.tig082700000210.74
ko05204,evm.model.tig082700002120.102
ko01100,evm.model.tig082700002120.102
ko00980,evm.model.tig082700002120.102
ko00480,evm.model.tig082700002120.102
ko00590,evm.model.tig082700002120.102
ko00982,evm.model.tig082700002120.102
ko05204,evm.model.tig082700002120.55
ko01100,evm.model.tig082700002120.55
ko00980,evm.model.tig082700002120.55
ko00480,evm.model.tig082700002120.55
ko00590,evm.model.tig082700002120.55
ko00982,evm.model.tig082700002120.55
ko05204,evm.model.tig082700000106.333
ko01100,evm.model.tig082700000106.333
ko00980,evm.model.tig082700000106.333
ko00480,evm.model.tig082700000106.333
ko00590,evm.model.tig082700000106.333
ko00982,evm.model.tig082700000106.333
ko05204,evm.model.tig082700002120.104
ko01100,evm.model.tig082700002120.104
ko00980,evm.model.tig082700002120.104
ko00480,evm.model.tig082700002120.104
ko00590,evm.model.tig082700002120.104
ko00982,evm.model.tig082700002120.104
ko01100,evm.model.tig082700031367.443
ko01110,evm.model.tig082700031367.443
ko00311,evm.model.tig082700031367.443
ko01100,evm.model.tig082700000178.111
ko01110,evm.model.tig082700000178.111
ko00311,evm.model.tig082700000178.111
ko04080,evm.model.tig082700000134.55
ko04022,evm.model.tig082700000134.55
ko04080,evm.model.tig082700000067.480
ko04020,evm.model.tig082700000067.480
ko04971,evm.model.tig082700000067.480
ko04080,evm.model.tig082700000016.816
ko04926,evm.model.tig082700000016.816
ko04080,evm.model.tig082700000178.219
ko04926,evm.model.tig082700000178.219
ko04138,evm.model.tig082700000134.22
ko05012,evm.model.tig082700000134.22
ko05207,evm.model.tig082700000134.22
ko01522,evm.model.tig082700000134.22
ko04935,evm.model.tig082700000134.22
ko04724,evm.model.tig082700000134.22
ko04310,evm.model.tig082700000134.22
ko04341,evm.model.tig082700000134.22
ko05203,evm.model.tig082700000134.22
ko04010,evm.model.tig082700000134.22
ko04742,evm.model.tig082700000134.22
ko04976,evm.model.tig082700000134.22
ko04540,evm.model.tig082700000134.22
ko05034,evm.model.tig082700000134.22
ko04723,evm.model.tig082700000134.22
ko04926,evm.model.tig082700000134.22
ko04922,evm.model.tig082700000134.22
ko04927,evm.model.tig082700000134.22
ko04923,evm.model.tig082700000134.22
ko04962,evm.model.tig082700000134.22
ko04062,evm.model.tig082700000134.22
ko04916,evm.model.tig082700000134.22
ko04934,evm.model.tig082700000134.22
ko04910,evm.model.tig082700000134.22
ko05414,evm.model.tig082700000134.22
ko05163,evm.model.tig082700000134.22
ko04340,evm.model.tig082700000134.22
ko04530,evm.model.tig082700000134.22
ko05165,evm.model.tig082700000134.22
ko05166,evm.model.tig082700000134.22
ko05030,evm.model.tig082700000134.22
ko04919,evm.model.tig082700000134.22
ko04925,evm.model.tig082700000134.22
ko04921,evm.model.tig082700000134.22
ko04014,evm.model.tig082700000134.22
ko04750,evm.model.tig082700000134.22
ko04913,evm.model.tig082700000134.22
ko04961,evm.model.tig082700000134.22
ko04714,evm.model.tig082700000134.22
ko04971,evm.model.tig082700000134.22
ko04213,evm.model.tig082700000134.22
ko04915,evm.model.tig082700000134.22
ko04725,evm.model.tig082700000134.22
ko04713,evm.model.tig082700000134.22
ko04024,evm.model.tig082700000134.22
ko04020,evm.model.tig082700000134.22
ko05032,evm.model.tig082700000134.22
ko04740,evm.model.tig082700000134.22
ko04728,evm.model.tig082700000134.22
ko05020,evm.model.tig082700000134.22
ko04928,evm.model.tig082700000134.22
ko04113,evm.model.tig082700000134.22
ko04914,evm.model.tig082700000134.22
ko04911,evm.model.tig082700000134.22
ko04375,evm.model.tig082700000134.22
ko05110,evm.model.tig082700000134.22
ko04270,evm.model.tig082700000134.22
ko05031,evm.model.tig082700000134.22
ko04970,evm.model.tig082700000134.22
ko04720,evm.model.tig082700000134.22
ko05205,evm.model.tig082700000134.22
ko04211,evm.model.tig082700000134.22
ko04924,evm.model.tig082700000134.22
ko04140,evm.model.tig082700000134.22
ko04114,evm.model.tig082700000134.22
ko04918,evm.model.tig082700000134.22
ko05200,evm.model.tig082700000134.22
ko04726,evm.model.tig082700000134.22
ko04912,evm.model.tig082700000134.22
ko04727,evm.model.tig082700000134.22
ko04361,evm.model.tig082700000134.22
ko04611,evm.model.tig082700000134.22
ko05146,evm.model.tig082700000134.22
ko04261,evm.model.tig082700000134.22
ko04138,evm.model.tig082700000428.18
ko05012,evm.model.tig082700000428.18
ko05207,evm.model.tig082700000428.18
ko01522,evm.model.tig082700000428.18
ko04935,evm.model.tig082700000428.18
ko04724,evm.model.tig082700000428.18
ko04310,evm.model.tig082700000428.18
ko04341,evm.model.tig082700000428.18
ko05203,evm.model.tig082700000428.18
ko04010,evm.model.tig082700000428.18
ko04742,evm.model.tig082700000428.18
ko04976,evm.model.tig082700000428.18
ko04540,evm.model.tig082700000428.18
ko05034,evm.model.tig082700000428.18
ko04723,evm.model.tig082700000428.18
ko04926,evm.model.tig082700000428.18
ko04922,evm.model.tig082700000428.18
ko04927,evm.model.tig082700000428.18
ko04923,evm.model.tig082700000428.18
ko04962,evm.model.tig082700000428.18
ko04062,evm.model.tig082700000428.18
ko04916,evm.model.tig082700000428.18
ko04934,evm.model.tig082700000428.18
ko04910,evm.model.tig082700000428.18
ko05414,evm.model.tig082700000428.18
ko05163,evm.model.tig082700000428.18
ko04340,evm.model.tig082700000428.18
ko04530,evm.model.tig082700000428.18
ko05165,evm.model.tig082700000428.18
ko05166,evm.model.tig082700000428.18
ko05030,evm.model.tig082700000428.18
ko04919,evm.model.tig082700000428.18
ko04925,evm.model.tig082700000428.18
ko04921,evm.model.tig082700000428.18
ko04014,evm.model.tig082700000428.18
ko04750,evm.model.tig082700000428.18
ko04913,evm.model.tig082700000428.18
ko04961,evm.model.tig082700000428.18
ko04714,evm.model.tig082700000428.18
ko04971,evm.model.tig082700000428.18
ko04213,evm.model.tig082700000428.18
ko04915,evm.model.tig082700000428.18
ko04725,evm.model.tig082700000428.18
ko04713,evm.model.tig082700000428.18
ko04024,evm.model.tig082700000428.18
ko04020,evm.model.tig082700000428.18
ko05032,evm.model.tig082700000428.18
ko04740,evm.model.tig082700000428.18
ko04728,evm.model.tig082700000428.18
ko05020,evm.model.tig082700000428.18
ko04928,evm.model.tig082700000428.18
ko04113,evm.model.tig082700000428.18
ko04914,evm.model.tig082700000428.18
ko04911,evm.model.tig082700000428.18
ko04375,evm.model.tig082700000428.18
ko05110,evm.model.tig082700000428.18
ko04270,evm.model.tig082700000428.18
ko05031,evm.model.tig082700000428.18
ko04970,evm.model.tig082700000428.18
ko04720,evm.model.tig082700000428.18
ko05205,evm.model.tig082700000428.18
ko04211,evm.model.tig082700000428.18
ko04924,evm.model.tig082700000428.18
ko04140,evm.model.tig082700000428.18
ko04114,evm.model.tig082700000428.18
ko04918,evm.model.tig082700000428.18
ko05200,evm.model.tig082700000428.18
ko04726,evm.model.tig082700000428.18
ko04912,evm.model.tig082700000428.18
ko04727,evm.model.tig082700000428.18
ko04361,evm.model.tig082700000428.18
ko04611,evm.model.tig082700000428.18
ko05146,evm.model.tig082700000428.18
ko04261,evm.model.tig082700000428.18
ko04138,evm.model.tig082700000067.187
ko05012,evm.model.tig082700000067.187
ko05207,evm.model.tig082700000067.187
ko01522,evm.model.tig082700000067.187
ko04935,evm.model.tig082700000067.187
ko04724,evm.model.tig082700000067.187
ko04310,evm.model.tig082700000067.187
ko04341,evm.model.tig082700000067.187
ko05203,evm.model.tig082700000067.187
ko04010,evm.model.tig082700000067.187
ko04742,evm.model.tig082700000067.187
ko04976,evm.model.tig082700000067.187
ko04540,evm.model.tig082700000067.187
ko05034,evm.model.tig082700000067.187
ko04723,evm.model.tig082700000067.187
ko04926,evm.model.tig082700000067.187
ko04922,evm.model.tig082700000067.187
ko04927,evm.model.tig082700000067.187
ko04923,evm.model.tig082700000067.187
ko04962,evm.model.tig082700000067.187
ko04062,evm.model.tig082700000067.187
ko04916,evm.model.tig082700000067.187
ko04934,evm.model.tig082700000067.187
ko04910,evm.model.tig082700000067.187
ko05414,evm.model.tig082700000067.187
ko05163,evm.model.tig082700000067.187
ko04340,evm.model.tig082700000067.187
ko04530,evm.model.tig082700000067.187
ko05165,evm.model.tig082700000067.187
ko05166,evm.model.tig082700000067.187
ko05030,evm.model.tig082700000067.187
ko04919,evm.model.tig082700000067.187
ko04925,evm.model.tig082700000067.187
ko04921,evm.model.tig082700000067.187
ko04014,evm.model.tig082700000067.187
ko04750,evm.model.tig082700000067.187
ko04913,evm.model.tig082700000067.187
ko04961,evm.model.tig082700000067.187
ko04714,evm.model.tig082700000067.187
ko04971,evm.model.tig082700000067.187
ko04213,evm.model.tig082700000067.187
ko04915,evm.model.tig082700000067.187
ko04725,evm.model.tig082700000067.187
ko04713,evm.model.tig082700000067.187
ko04024,evm.model.tig082700000067.187
ko04020,evm.model.tig082700000067.187
ko05032,evm.model.tig082700000067.187
ko04740,evm.model.tig082700000067.187
ko04728,evm.model.tig082700000067.187
ko05020,evm.model.tig082700000067.187
ko04928,evm.model.tig082700000067.187
ko04113,evm.model.tig082700000067.187
ko04914,evm.model.tig082700000067.187
ko04911,evm.model.tig082700000067.187
ko04375,evm.model.tig082700000067.187
ko05110,evm.model.tig082700000067.187
ko04270,evm.model.tig082700000067.187
ko05031,evm.model.tig082700000067.187
ko04970,evm.model.tig082700000067.187
ko04720,evm.model.tig082700000067.187
ko05205,evm.model.tig082700000067.187
ko04211,evm.model.tig082700000067.187
ko04924,evm.model.tig082700000067.187
ko04140,evm.model.tig082700000067.187
ko04114,evm.model.tig082700000067.187
ko04918,evm.model.tig082700000067.187
ko05200,evm.model.tig082700000067.187
ko04726,evm.model.tig082700000067.187
ko04912,evm.model.tig082700000067.187
ko04727,evm.model.tig082700000067.187
ko04361,evm.model.tig082700000067.187
ko04611,evm.model.tig082700000067.187
ko05146,evm.model.tig082700000067.187
ko04261,evm.model.tig082700000067.187
ko04138,evm.model.tig082700000387.7
ko05012,evm.model.tig082700000387.7
ko05207,evm.model.tig082700000387.7
ko01522,evm.model.tig082700000387.7
ko04935,evm.model.tig082700000387.7
ko04724,evm.model.tig082700000387.7
ko04310,evm.model.tig082700000387.7
ko04341,evm.model.tig082700000387.7
ko05203,evm.model.tig082700000387.7
ko04010,evm.model.tig082700000387.7
ko04742,evm.model.tig082700000387.7
ko04976,evm.model.tig082700000387.7
ko04540,evm.model.tig082700000387.7
ko05034,evm.model.tig082700000387.7
ko04723,evm.model.tig082700000387.7
ko04926,evm.model.tig082700000387.7
ko04922,evm.model.tig082700000387.7
ko04927,evm.model.tig082700000387.7
ko04923,evm.model.tig082700000387.7
ko04962,evm.model.tig082700000387.7
ko04062,evm.model.tig082700000387.7
ko04916,evm.model.tig082700000387.7
ko04934,evm.model.tig082700000387.7
ko04910,evm.model.tig082700000387.7
ko05414,evm.model.tig082700000387.7
ko05163,evm.model.tig082700000387.7
ko04340,evm.model.tig082700000387.7
ko04530,evm.model.tig082700000387.7
ko05165,evm.model.tig082700000387.7
ko05166,evm.model.tig082700000387.7
ko05030,evm.model.tig082700000387.7
ko04919,evm.model.tig082700000387.7
ko04925,evm.model.tig082700000387.7
ko04921,evm.model.tig082700000387.7
ko04014,evm.model.tig082700000387.7
ko04750,evm.model.tig082700000387.7
ko04913,evm.model.tig082700000387.7
ko04961,evm.model.tig082700000387.7
ko04714,evm.model.tig082700000387.7
ko04971,evm.model.tig082700000387.7
ko04213,evm.model.tig082700000387.7
ko04915,evm.model.tig082700000387.7
ko04725,evm.model.tig082700000387.7
ko04713,evm.model.tig082700000387.7
ko04024,evm.model.tig082700000387.7
ko04020,evm.model.tig082700000387.7
ko05032,evm.model.tig082700000387.7
ko04740,evm.model.tig082700000387.7
ko04728,evm.model.tig082700000387.7
ko05020,evm.model.tig082700000387.7
ko04928,evm.model.tig082700000387.7
ko04113,evm.model.tig082700000387.7
